ID produktu SKU	Meno produktu	Kategória	E-shop cena (MJ) v €	MJ	Cena pred akciou	Cena 1kg	Bal (MJ)	MOQ (MJ)	Balenie (ks)	Hmotnosť (MJ)	Hmotnosť (bal)	Doprava	Cena dopravy v €	Návin	Hrúbka	Šírka	Šírka po rozložení	Obvod	Farba	Text	Hmotnosť dutinky	Nosnosť	Prieťažnosť	Objem	Vlastnosť	Vonkajšia dĺžka	Vonkajšia šírka	Vonkajšia výška	Vnútorná dĺžka	Vnútorná šírka	Vnútorná výška	Vrstvy papiera	Skupina	Súvisiaci produkt 1	Súvisiaci produkt 2	Súvisiaci produkt 3	Súvisiaci produkt 4	Súvisiaci produkt 5	Popis produktu / Podkategórie
99005273	Krabica 250x250x200mm 5VL	Klopové krabice 5VL	1.1300	ks			10	10			7.212	1							Hnedá							250mm	250mm	200mm				5	99005264						13-2 Kartónové klopové krabice
99005274	Krabica 300x200x100mm 5VL	Klopové krabice 5VL	0.8280	ks			10	10			2.884	1							Hnedá							300mm	200mm	100mm				5	99005264						13-2 Kartónové klopové krabice
99005275	Krabica 300x250x150mm 5VL	Klopové krabice 5VL	1.0500	ks			10	10			4.213	1							Hnedá							300mm	250mm	150mm				5	99005264						13-2 Kartónové klopové krabice
99005276	Krabica 300x200x200mm 5VL	Klopové krabice 5VL	1.0120	ks			10	10			4.417	1							Hnedá							300mm	250mm	200mm				5	99005264						13-2 Kartónové klopové krabice
99005277	Krabica 300x300x100mm 5VL	Klopové krabice 5VL	1.0660	ks			10	10			4.597	1							Hnedá							300mm	300mm	100mm				5	99005264						13-2 Kartónové klopové krabice
99005278	Krabica 300x300x150mm 5VL	Klopové krabice 5VL	1.1700	ks			10	10			5.14	1							Hnedá							300mm	300mm	150mm				5	99005264						13-2 Kartónové klopové krabice
99005279	Krabica 300x300x200mm 5VL	Klopové krabice 5VL	1.2080	ks			10	10			5.679	1							Hnedá							300mm	300mm	200mm				5	99005264						13-2 Kartónové klopové krabice
99005280	Krabica 300x300x300mm 5VL	Klopové krabice 5VL	1.4060	ks			10	10			6.846	1							Hnedá							300mm	300mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005281	Krabica 310x220x150mm 5VL	Klopové krabice 5VL	0.9040	ks			10	10			4.236	1							Hnedá							310mm	220mm	150mm				5	99005264						13-2 Kartónové klopové krabice
99005282	Krabica 350x250x200mm 5VL	Klopové krabice 5VL	1.1640	ks			10	10			5.048	1							Hnedá							350mm	250mm	200mm				5	99005264						13-2 Kartónové klopové krabice
99005283	Krabica 400x200x150mm 5VL	Klopové krabice 5VL	1.0360	ks			10	10			2.704	1							Hnedá							400mm	200mm	150mm				5	99005264						13-2 Kartónové klopové krabice
99005284	Krabica 400x300x100mm 5VL	Klopové krabice 5VL	1.5240	ks			10	10			3.545	1							Hnedá							400mm	300mm	100mm				5	99005264						13-2 Kartónové klopové krabice
99005285	Krabica 400x300x200mm 5VL	Klopové krabice 5VL	1.9320	ks			10	10			4.444	1							Hnedá							400mm	300mm	200mm				5	99005264						13-2 Kartónové klopové krabice
99005286	Krabica 400x300x300mm 5VL	Klopové krabice 5VL	1.9960	ks			10	10			5.288	1							Hnedá							400mm	300mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005287	Krabica 400x400x200mm 5VL	Klopové krabice 5VL	2.5240	ks			10	10			6.068	1							Hnedá							400mm	400mm	200mm				5	99005264						13-2 Kartónové klopové krabice
99005288	Krabica 400x400x300mm 5VL	Klopové krabice 5VL	2.5980	ks			10	10			7.032	1							Hnedá							400mm	400mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005289	Krabica 400x400x400mm 5VL	Klopové krabice 5VL	3.1300	ks			10	10			8.052	1							Hnedá							400mm	400mm	400mm				5	99005264						13-2 Kartónové klopové krabice
99005290	Krabica 450x350x290mm 5VL	Klopové krabice 5VL	2.6820	ks			10	10			6.428	1							Hnedá							450mm	350mm	290mm				5	99005264						13-2 Kartónové klopové krabice
99005291	Krabica 500x300x300mm 5VL	Klopové krabice 5VL	2.6220	ks			10	10			6.07	1							Hnedá							500mm	300mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005292	Krabica 500x400x300mm 5VL	Klopové krabice 5VL	2.9480	ks			10	10			7.873	1							Hnedá							500mm	400mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005293	Krabica 500x400x400mm 5VL	Klopové krabice 5VL	3.4520	ks			10	10			9.195	1							Hnedá							500mm	400mm	400mm				5	99005264						13-2 Kartónové klopové krabice
99005294	Krabica 600x200x150mm 5VL	Klopové krabice 5VL	1.5840	ks			10	10			3.545	1							Hnedá							600mm	200mm	150mm				5	99005264						13-2 Kartónové klopové krabice
99005295	Krabica 600x300x300mm 5VL	Klopové krabice 5VL	1.7240	ks			10	10			6.791	1							Hnedá							600mm	300mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005296	Krabica 600x400x300mm 5VL	Klopové krabice 5VL	3.5460	ks			10	10			8.714	1							Hnedá							600mm	400mm	300mm				5	99005264						13-2 Kartónové klopové krabice
99005297	Krabica 600x400x400mm 5VL	Klopové krabice 5VL	3.9760	ks			10	10			10.21	1							Hnedá							600mm	400mm	400mm				5	99005264						13-2 Kartónové klopové krabice
99005298	Krabica 800x600x500mm 5VL	Klopové krabice 5VL	7.9200	ks			10	10			19.05	1							Hnedá							800mm	600mm	500mm				5	99005264						13-2 Kartónové klopové krabice
99005299	Poštová krabica 100x100x40mm 3VL	Poštové krabice	0.2220	ks			25	25			0.725	1							Hnedá										100mm	100mm	40mm	3	99005299	99005224	99002791	99001296	99000208	99003252	13-1 Zásielkové poštové krabice
99005300	Poštová krabica 140x113x52mm 3VL	Poštové krabice	0.2220	ks			25	25			0.675	1							Hnedá										140mm	113mm	52mm	3	99005299						13-1 Zásielkové poštové krabice
99005301	Poštová krabica 162x154x52mm 3VL	Poštové krabice	0.3360	ks			25	25			1.45	1							Hnedá										162mm	154mm	52mm	3	99005299						13-1 Zásielkové poštové krabice
99005302	Poštová krabica 200x105x105mm 3VL	Poštové krabice	0.5040	ks			25	25			2.4	1							Hnedá										200mm	105mm	105mm	3	99005299						13-1 Zásielkové poštové krabice
99005303	Poštová krabica 235x185x46mm 3VL	Poštové krabice	0.5540	ks			25	25			1.95	1							Hnedá										235mm	185mm	46mm	3	99005299						13-1 Zásielkové poštové krabice
99005314	Poštová krabica 275x110x100mm 3VL	Poštové krabice	0.5760	ks			25	25			2.35	1							Hnedá										275mm	110mm	100mm	3	99005299						13-1 Zásielkové poštové krabice
99005315	Poštová krabica 280x200x110mm 3VL	Poštové krabice	0.7100	ks			25	25			3.975	1							Hnedá										280mm	200mm	110mm	3	99005299						13-1 Zásielkové poštové krabice
99005304	Poštová krabica 315x220x48mm 3VL	Poštové krabice	0.5380	ks			25	25			2.8	1							Hnedá										315mm	220mm	48mm	3	99005299						13-1 Zásielkové poštové krabice
99005305	Lepenkový tubus 145x145x625mm 5VL Štvorhranný	Tubusové krabice	1.4000	ks			25	25			8.175	1							Biela										145mm	145mm	625mm	5	99005305	99000534	99002791	99001296	99000208	99003252	13-5 Tubusové krabice
99005306	Lepenkový tubus 145x145x850mm 5VL Štvorhranný	Tubusové krabice	1.5640	ks			25	25			9.766	1							Biela										145mm	145mm	820mm	5	99005305						13-5 Tubusové krabice
99005307	Lepenkový tubus 145x145x920mm 5VL Štvorhranný	Tubusové krabice	1.6400	ks			25	25			10.36	1							Biela										145mm	145mm	920mm	5	99005305						13-5 Tubusové krabice
99005308	Lepenkový tubus 175x175x625mm 5VL Štvorhranný 	Tubusové krabice	1.4100	ks			25	25			9.7	1							Biela										175mm	175mm	625mm	5	99005305						13-5 Tubusové krabice
99005309	Lepenkový tubus 175x175x920mm 5VL Štvorhranný	Tubusové krabice	1.6800	ks			25	25			12.62	1							Biela										175mm	175mm	920mm	5	99005305						13-5 Tubusové krabice
99005310	Lepenkový tubus 95x95x640mm 3VL Štvorhranný	Tubusové krabice	1.0620	ks			25	25			3.175	1							Biela										95mm	95mm	640mm	3	99005305						13-5 Tubusové krabice
99005311	Lepenkový tubus 95x95x955mm 3VL Štvorhranný	Tubusové krabice	1.2500	ks			25	25			4.35	1							Biela										95mm	95mm	955mm	3	99005305						13-5 Tubusové krabice
99005312	Zákusková krabica 170x170x80mm 3VL Biela	Zákuskové krabice	0.3600	ks			15	15			0.68	1							Biela										170mm	170mm	80mm	3		99001592	99000086	99002720	99000341	99000208	13-4 Zákuskové krabice
99005313	Zákusková krabica 270x180x90mm 3VL Biela	Zákuskové krabice	0.4400	ks			15	15			0.98	1							Biela										270mm	180mm	90mm	3		99001592	99000086	99002720	99000341	99000208	13-4 Zákuskové krabice
99004615	Eurokartón 1178x780x800mm s výsekmi	Eurokartón	10.4000	ks			1	20			7	1							Hnedá										1178mm	780mm	800mm	5		99004616	99002193	99000539	99002175	99003989	13-3 Eurokartón
99004637	Eurokartón 1187mmx780x1050mm s výsekmi	Eurokartón	11.2000	ks			1	20			8	1							Hnedá										1187mm	780mm	1050mm	5		99004638	99002193	99000539	99002175	99003989	13-3 Eurokartón
99003095	Pneumatická sponkovačka 90/40	Kartonážne spony	344.0000	ks			1	1			5	1							Hnedá										780mm	1180mm				99000198	99001101	99001592	99000341	99000277	13-8 Kartonážne spony a sponky
99001101	Papierová preložka 780x1180mm 3VL	Preložky	0.4900	ks			25	50			8	2	8						Hnedá															99005262	99001592	99002193	99000341	99000208	13-6 Preložky
99005346	Hladká lepenka 800x1200mm 300g	Preložky	0.4300	ks			50	50			16	1							Hnedá															99005262	99001592	99002193	99000341	99000208	13-6 Preložky
99001564	Zváračka fólie do 200mm s orezom	LDPE Primárne Hadicové fólie	129.0000	ks			1	1			2	1																						99004983	99004196	99000341	99001592	99000208	10-1 LDPE fólia
99002405	Zváračka fólie do 300mm s orezom	LDPE Primárne Hadicové fólie	130.0000	ks			1	1			2	1																						99000513	99004196	99000341	99001592	99000208	10-1 LDPE fólia
99000949	Zváračka fólie do 400mm s orezom	LDPE Primárne Hadicové fólie	139.0000	ks			1	1			2	1																						99000513	99004196	99000341	99001592	99000208	10-1 LDPE fólia
99003328	Zváračka fólie do 500mm s orezom	LDPE Primárne Hadicové fólie	149.0000	ks			1	1			2	1																						99001788	99000513	99000341	99001592	99000208	10-1 LDPE fólia
99004713	Zváračka fólie do 1000mm bez orezu	LDPE Primárne Hadicové fólie	185.0000	ks			1	1			2	1																						99002672	99003569	99000341	99001592	99000208	10-1 LDPE fólia
99001597	Stojanová zváračka do 600mm	LDPE Primárne Hadicové fólie	435.0000	ks			1	1			20	1																						99000763	99000553	99000341	99001592	99000208	10-1 LDPE fólia
*1	Slučka RS 1t 1/2m 	Slučky do 1000kg	6.4640	ks			1	1			1	1							Fialová			1000kg											*1	**1	99000472	99000988	99000586	99001107	
	"Slučka RS 1t 1,5/3m"	Slučky do 1000kg	8.2560	ks			1	1			1	1							Fialová			1000kg											*1						
	Slučka RS 1t 2/4m	Slučky do 1000kg	9.6640	ks			1	1			1	1							Fialová			1000kg											*1						
	Slučka RS 1t 3/6m	Slučky do 1000kg	13.5040	ks			1	1			1	1							Fialová			1000kg											*1						
	Slučka RS 1t 4/8m	Slučky do 1000kg	17.4400	ks			1	1			1	1							Fialová			1000kg											*1						
	Slučka RS 1t 5/10m	Slučky do 1000kg	21.4080	ks			1	1			1	1							Fialová			1000kg											*1						
	Slučka RS 1t 6/12m	Slučky do 1000kg	25.4080	ks			1	1			1	1							Fialová			1000kg											*1						
	Slučka RS 1t 8/16m	Slučky do 1000kg	29.8240	ks			1	1			1	1							Fialová			1000kg											*1	**2	99000472	99000988	99000586	99001107	
*2	Slučka RS 2t 1/2m 	Slučky do 2000kg	7.2960	ks			1	1			1	1							Zelená			2000kg											*2						
	"Slučka RS 2t 1,5/3m"	Slučky do 2000kg	9.9520	ks			1	1			1	1							Zelená			2000kg											*2						
	Slučka RS 2t 2/4m	Slučky do 2000kg	13.0240	ks			1	1			1	1							Zelená			2000kg											*2						
	Slučka RS 2t 3/6m	Slučky do 2000kg	17.3440	ks			1	1			1	1							Zelená			2000kg											*2						
	Slučka RS 2t 4/8m	Slučky do 2000kg	23.7440	ks			1	1			1	1							Zelená			2000kg											*2						
	Slučka RS 2t 5/10m	Slučky do 2000kg	29.2480	ks			1	1			1	1							Zelená			2000kg											*2						
	Slučka RS 2t 6/12m	Slučky do 2000kg	35.7440	ks			1	1			1	1							Zelená			2000kg											*2						
	Slučka RS 2t 8/16m	Slučky do 2000kg	45.9520	ks			1	1			1	1							Zelená			2000kg											*2						
*3	Slučka RS 3t 1/2m 	Slučky do 3000kg	8.8000	ks			1	1			1	1							Žltá			3000kg											*3	**3	99000472	99000988	99000586	99001107	
	"Slučka RS 3t 1,5/3m"	Slučky do 3000kg	12.4160	ks			1	1			1	1							Žltá			3000kg											*3						
	Slučka RS 3t 2/4m	Slučky do 3000kg	16.0320	ks			1	1			1	1							Žltá			3000kg											*3						
	Slučka RS 3t 3/6m	Slučky do 3000kg	24.4800	ks			1	1			1	1							Žltá			3000kg											*3						
	Slučka RS 3t 4/8m	Slučky do 3000kg	33.2160	ks			1	1			1	1							Žltá			3000kg											*3						
	Slučka RS 3t 5/10m	Slučky do 3000kg	41.7600	ks			1	1			1	1							Žltá			3000kg											*3						
	Slučka RS 3t 6/12m	Slučky do 3000kg	50.1440	ks			1	1			1	1							Žltá			3000kg											*3						
	Slučka RS 3t 8/16m	Slučky do 3000kg	58.6240	ks			1	1			1	1							Žltá			3000kg											*3						
*4	Slučka RS 4t 1/2m 	Slučky do 4000kg	11.4560	ks			1	1			1	1							Šedá			4000kg											*4	**4	99000472	99000988	99000586	99001107	
	"Slučka RS 4t 1,5/3m"	Slučky do 4000kg	16.9280	ks			1	1			1	1							Šedá			4000kg											*4						
	Slučka RS 4t 2/4m	Slučky do 4000kg	22.4000	ks			1	1			1	1							Šedá			4000kg											*4						
	Slučka RS 4t 3/6m	Slučky do 4000kg	34.4960	ks			1	1			1	1							Šedá			4000kg											*4						
	Slučka RS 4t 4/8m	Slučky do 4000kg	45.9520	ks			1	1			1	1							Šedá			4000kg											*4						
	Slučka RS 4t 5/10m	Slučky do 4000kg	57.3760	ks			1	1			1	1							Šedá			4000kg											*4						
	Slučka RS 4t 6/12m	Slučky do 4000kg	52.6720	ks			1	1			1	1							Šedá			4000kg											*4						
	Slučka RS 4t 8/16m	Slučky do 4000kg	75.5840	ks			1	1			1	1							Šedá			4000kg											*4						
*5	Slučka RS 5t 1/2m 	Slučky do 5000kg	16.7680	ks			1	1			1	1							Červená			5000kg											*5	**5	99000472	99000988	99000586	99001107	
	"Slučka RS 5t 1,5/3m"	Slučky do 5000kg	24.5440	ks			1	1			1	1							Červená			5000kg											*5						
	Slučka RS 5t 2/4m	Slučky do 5000kg	32.7680	ks			1	1			1	1							Červená			5000kg											*5						
	Slučka RS 5t 3/6m	Slučky do 5000kg	50.5280	ks			1	1			1	1							Červená			5000kg											*5						
	Slučka RS 5t 4/8m	Slučky do 5000kg	67.6800	ks			1	1			1	1							Červená			5000kg											*5						
	Slučka RS 5t 5/10m	Slučky do 5000kg	82.4320	ks			1	1			1	1							Červená			5000kg											*5						
	Slučka RS 5t 6/12m	Slučky do 5000kg	100.4800	ks			1	1			1	1							Červená			5000kg											*5						
	Slučka RS 5t 8/16m	Slučky do 5000kg	211.6160	ks			1	1			1	1							Červená			5000kg											*5						
*6	Slučka RS 6t 1/2m 	Slučky do 6000kg	28.0320	ks			1	1			1	1							Hnedá			6000kg											*6	**6	99000472	99000988	99000586	99001107	
	"Slučka RS 6t 1,5/3m"	Slučky do 6000kg	35.2000	ks			1	1			1	1							Hnedá			6000kg											*6						
	Slučka RS 6t 2/4m	Slučky do 6000kg	56.8320	ks			1	1			1	1							Hnedá			6000kg											*6						
	Slučka RS 6t 3/6m	Slučky do 6000kg	77.1840	ks			1	1			1	1							Hnedá			6000kg											*6						
	Slučka RS 6t 4/8m	Slučky do 6000kg	101.2800	ks			1	1			1	1							Hnedá			6000kg											*6						
	Slučka RS 6t 5/10m	Slučky do 6000kg	122.2720	ks			1	1			1	1							Hnedá			6000kg											*6						
	Slučka RS 6t 6/12m	Slučky do 6000kg	149.9520	ks			1	1			1	1							Hnedá			6000kg											*6						
	Slučka RS 6t 8/16m	Slučky do 6000kg	183.4880	ks			1	1			1	1							Hnedá			6000kg											*6						
*8	Slučka RS 8t 2/4m	Slučky do 8000kg	61.7920	ks			1	1			1	1							Modrá			8000kg											*8	**8	99000472	99000988	99000586	99001107	
	Slučka RS 8t 3/6m	Slučky do 8000kg	82.6240	ks			1	1			1	1							Modrá			8000kg											*8						
	Slučka RS 8t 4/8m	Slučky do 8000kg	110.0800	ks			1	1			1	1							Modrá			8000kg											*8						
	Slučka RS 8t 5/10m	Slučky do 8000kg	133.4720	ks			1	1			1	1							Modrá			8000kg											*8						
	Slučka RS 8t 6/12m	Slučky do 8000kg	161.3440	ks			1	1			1	1							Modrá			8000kg											*8						
	Slučka RS 8t 8/16m	Slučky do 8000kg	185.5360	ks			1	1			1	1							Modrá			8000kg											*8						
*10	Slučka RS 10t 2/4m	Slučky do 10000kg	74.3040	ks			1	1			1	1							Oranžová			10000kg											*10	**10	99000472	99000988	99000586	99001107	
	Slučka RS 10t 3/6m	Slučky do 10000kg	109.8240	ks			1	1			1	1							Oranžová			10000kg											*10						
	Slučka RS 10t 4/8m	Slučky do 10000kg	153.5680	ks			1	1			1	1							Oranžová			10000kg											*10						
	Slučka RS 10t 5/10m	Slučky do 10000kg	192.1280	ks			1	1			1	1							Oranžová			10000kg											*10						
	Slučka RS 10t 6/12m	Slučky do 10000kg	211.6160	ks			1	1			1	1							Oranžová			10000kg											*10						
	Slučka RS 10t 8/16m	Slučky do 10000kg	236.4480	ks			1	1			1	1							Oranžová			10000kg											*10						
**1	Popruh 1t 1m 30mm 	Popruhy do 1000kg	4.1920	ks			1	1			1	1				30mm			Fialová			1000kg											**1	*1	99000472	99000988	99000586	99001107	
	Popruh 1t 2m 30mm 	Popruhy do 1000kg	6.8800	ks			1	1			1	1				30mm			Fialová			1000kg											**1						
	Popruh 1t 3m 30mm 	Popruhy do 1000kg	9.9520	ks			1	1			1	1				30mm			Fialová			1000kg											**1						
	Popruh 1t 4m 30mm 	Popruhy do 1000kg	12.4480	ks			1	1			1	1				30mm			Fialová			1000kg											**1						
	Popruh 1t 5m 30mm 	Popruhy do 1000kg	16.8640	ks			1	1			1	1				30mm			Fialová			1000kg											**1						
	Popruh 1t 6m 30mm 	Popruhy do 1000kg	20.0640	ks			1	1			1	1				30mm			Fialová			1000kg											**1						
	Popruh 1t 8m 30mm 	Popruhy do 1000kg	25.9840	ks			1	1			1	1				30mm			Fialová			1000kg											**1						
**2	Popruh 2t 1m 60mm 	Popruhy do 2000kg	7.9360	ks			1	1			1	1				60mm			Zelená			2000kg											**2	*2	99000472	99000988	99000586	99001107	
	Popruh 2t 2m 60mm 	Popruhy do 2000kg	13.6640	ks			1	1			1	1				60mm			Zelená			2000kg											**2						
	Popruh 2t 3m 60mm 	Popruhy do 2000kg	19.5520	ks			1	1			1	1				60mm			Zelená			2000kg											**2						
	Popruh 2t 4m 60mm 	Popruhy do 2000kg	26.0160	ks			1	1			1	1				60mm			Zelená			2000kg											**2						
	Popruh 2t 5m 60mm 	Popruhy do 2000kg	32.1920	ks			1	1			1	1				60mm			Zelená			2000kg											**2						
	Popruh 2t 6m 60mm 	Popruhy do 2000kg	38.2080	ks			1	1			1	1				60mm			Zelená			2000kg											**2						
	Popruh 2t 8m 60mm 	Popruhy do 2000kg	51.9040	ks			1	1			1	1				60mm			Zelená			2000kg											**2						
**3	Popruh 3t 1m 90mm 	Popruhy do 3000kg	12.0000	ks			1	1			1	1				90mm			Žltá			3000kg											**3	*3	99000472	99000988	99000586	99001107	
	Popruh 3t 2m 90mm 	Popruhy do 3000kg	21.0240	ks			1	1			1	1				90mm			Žltá			3000kg											**3						
	Popruh 3t 3m 90mm 	Popruhy do 3000kg	30.9760	ks			1	1			1	1				90mm			Žltá			3000kg											**3						
	Popruh 3t 4m 90mm 	Popruhy do 3000kg	40.3200	ks			1	1			1	1				90mm			Žltá			3000kg											**3						
	Popruh 3t 5m 90mm 	Popruhy do 3000kg	49.7600	ks			1	1			1	1				90mm			Žltá			3000kg											**3						
	Popruh 3t 6m 90mm 	Popruhy do 3000kg	59.2640	ks			1	1			1	1				90mm			Žltá			3000kg											**3						
	Popruh 3t 8m 90mm 	Popruhy do 3000kg	73.2480	ks			1	1			1	1				90mm			Žltá			3000kg											**3						
**4	Popruh 4t 2m 120mm 	Popruhy do 4000kg	29.4080	ks			1	1			1	1				120mm			Šedá			4000kg											**4	*4	99000472	99000988	99000586	99001107	
	Popruh 4t 3m 120mm 	Popruhy do 4000kg	42.3680	ks			1	1			1	1				120mm			Šedá			4000kg											**4						
	Popruh 4t 4m 120mm 	Popruhy do 4000kg	55.4560	ks			1	1			1	1				120mm			Šedá			4000kg											**4						
	Popruh 4t 5m 120mm 	Popruhy do 4000kg	68.4480	ks			1	1			1	1				120mm			Šedá			4000kg											**4						
	Popruh 4t 6m 120mm 	Popruhy do 4000kg	79.8720	ks			1	1			1	1				120mm			Šedá			4000kg											**4						
	Popruh 4t 8m 120mm 	Popruhy do 4000kg	91.6480	ks			1	1			1	1				120mm			Šedá			4000kg											**4						
**5	Popruh 5t 2m 150mm 	Popruhy do 5000kg	38.7520	ks			1	1			1	1				150mm			Červená			5000kg											**5	*5	99000472	99000988	99000586	99001107	
	Popruh 5t 3m 150mm 	Popruhy do 5000kg	54.7200	ks			1	1			1	1				150mm			Červená			5000kg											**5						
	Popruh 5t 4m 150mm 	Popruhy do 5000kg	68.3520	ks			1	1			1	1				150mm			Červená			5000kg											**5						
	Popruh 5t 5m 150mm 	Popruhy do 5000kg	84.6080	ks			1	1			1	1				150mm			Červená			5000kg											**5						
	Popruh 5t 6m 150mm 	Popruhy do 5000kg	100.5120	ks			1	1			1	1				150mm			Červená			5000kg											**5						
	Popruh 5t 8m 150mm 	Popruhy do 5000kg	128.5760	ks			1	1			1	1				150mm			Červená			5000kg											**5						
**6	Popruh 6t 2m 180mm 	Popruh do 6000kg	42.8800	ks			1	1			1	1				180mm			Hnedá			6000kg											**6	*6	99000472	99000988	99000586	99001107	
	Popruh 6t 3m 180mm 	Popruh do 6000kg	70.8800	ks			1	1			1	1				180mm			Hnedá			6000kg											**6						
	Popruh 6t 4m 180mm 	Popruh do 6000kg	91.8080	ks			1	1			1	1				180mm			Hnedá			6000kg											**6						
	Popruh 6t 5m 180mm 	Popruh do 6000kg	112.7680	ks			1	1			1	1				180mm			Hnedá			6000kg											**6						
	Popruh 6t 6m 180mm 	Popruh do 6000kg	133.6320	ks			1	1			1	1				180mm			Hnedá			6000kg											**6						
	Popruh 6t 8m 180mm 	Popruh do 6000kg	158.6560	ks			1	1			1	1				180mm			Hnedá			6000kg											**6						
**8	Popruh 8t 2m 240mm 	Popruh do 8000kg	64.7680	ks			1	1			1	1				240mm			Modrá			8000kg											**8	*8	99000472	99000988	99000586	99001107	
	Popruh 8t 3m 240mm 	Popruh do 8000kg	102.0800	ks			1	1			1	1				240mm			Modrá			8000kg											**8						
	Popruh 8t 4m 240mm 	Popruh do 8000kg	131.0720	ks			1	1			1	1				240mm			Modrá			8000kg											**8						
	Popruh 8t 5m 240mm 	Popruh do 8000kg	160.0000	ks			1	1			1	1				240mm			Modrá			8000kg											**8						
	Popruh 8t 6m 240mm 	Popruh do 8000kg	188.9920	ks			1	1			1	1				240mm			Modrá			8000kg											**8						
	Popruh 8t 8m 240mm 	Popruh do 8000kg	231.0720	ks			1	1			1	1				240mm			Modrá			8000kg											**8						
**10	Popruh 10t 4m 300mm 	Popruh do 10000kg	165.2800	ks			1	1			1	1				300mm			Oranžová			10000kg											**10	*10	99000472	99000988	99000586	99001107	
	Popruh 10t 5m 300mm 	Popruh do 10000kg	201.6000	ks			1	1			1	1				300mm			Oranžová			10000kg											**10						
	Popruh 10t 6m 300mm 	Popruh do 10000kg	238.1120	ks			1	1			1	1				300mm			Oranžová			10000kg											**10						
	Popruh 10t 8m 300mm 	Popruh do 10000kg	339.9360	ks			1	1			1	1				300mm			Oranžová			10000kg											**10						
																300mm			Oranžová			10000kg																	
																300mm			Oranžová			10000kg																	
